book|书
boucles|仿羔皮呢毛圈花式线( boucle的名词复数 )
baubles|小玩意( bauble的复数形式 ); 华而不实的小件装饰品; 无价值的东西; 丑角的手杖
boser|波沙牌手表
borzoi|俄国狼狗
bassinets|(bassinet 的复数) n. 摇篮, 摇篮车
boraginaceae|[医] 紫草科
brid|(Brid)人名；(西)布里德
bemusedly|bemused的变形
blebs|(bleb 的复数) n. 水泡, 气泡, 疱疹
bridler|马勒(包括笼头、嚼子、缰绳等), 马笼头, 辔头；马勒形物
barotropic|正压的
biciliate|[生]双纤毛的
beguilements|(beguilement 的复数) n. 欺骗, 欺瞒, 轻松地消磨(时间)
bannerets|(banneret 的第三人称 -s形式) n. 小旗
burga|布加风
biosciences|(bioscience 的复数) n. 生物科学
barylalia|[医] 言语不清
biblicist|圣经学者, 圣经通
bingos|宾戈游戏 (bingo的变形)
buccinator|颊肌
bifocals|双光眼镜
bunted|顶撞, 推, 打( bunt的过去式和过去分词 )
bedecked|用（旗子或花等）装饰的
bridgewall|火墙
bradypodidae|[脊椎] 树懒科
bifoliolate|[植]具两小叶的
brotulidae|油身鱼科
bioclimatic|生物气候学的
bleck|黑色物质, 黑鞋油, 黑润滑膏
blore|(Blore)人名；(英)布洛尔
boobies|呆子, 傻瓜( booby的名词复数 ); （俚）女人乳房
bandsmen|军乐队成员, 铜管乐队队员( bandsman的复数形式 )
benignancy|善良, 慈祥, 温厚
byronic|拜伦的, 拜伦诗风的, 冷笑而浪漫的
biles|(bile 的复数) n. 胆汁, 坏脾气, 暴躁
bluehearts|[单复同]n.[植]美洲鬼羽箭
badenite|砷铋镍钴矿
blancard|优质半漂白亚麻布
betaine|[化]甜菜碱, 三甲铵乙内酯
brulee|燃爱
bunkerage|贮煤[油]设施
barbells|(barbell 的复数) n. 杠铃
batea|(硝酸钠)晶体收集器
batlike|似蝙蝠的
biker|骑自行车/摩托车的人
byssine|[医]细丝状的, 棉絮状的
bassoons|（一种吹奏乐器）巴松管, 低音管( bassoon的复数形式 ); 巴松管吹奏者
birkremite|(charnockite)紫苏花岗岩
biomasses|（单位面积或体积内的）[生态] 生物量
bakehead|[俚]火车司炉
blackacre|【法律】黑地，黑田(辩论中的假设名字，与whiteacre相对)
bessarabian|比萨拉比亚的,比萨拉比亚人的
bosporan|Bosporus Bosphorus 的变形
barbero|(Barbero)人名；(法)巴贝罗；(西)巴韦罗；(意、葡)巴尔贝罗
brooklynite|布鲁克林（美国纽约西南部的一区） (Brooklyn的变形)
booklouse|【昆虫】家书虱；书虱，书蛀虫，书蠹
blockheaded|痴呆的, 愚蠢的
balmacaan|宽身连肩袖大衣
boogerman|[美国方言] = bogeyman
bizet|比才（法国作曲家）；间奏曲
bathoflore|减荧光物
brutalizes|使丧失人类情感, 使变残忍( brutalize的第三人称单数 ); 残酷对待; 变残忍, 变粗暴
bottlehead|剑吻鲸, 巨头鲸
bornyl|[医] 龙脑基, 冰片基, 茨醇基
beadsmen|为他人祈祷求福者( beadsman的名词复数 )；济贫院收容的受济人
bicentric|有两个起源中心的, 有两个分布中心的
braziery|黄铜细工
benmost|最内的, 最深的
bicycles|自行车；脚踏车（bicycle的复数）
bloating|[机] 发肿
bungling|笨拙的, 粗劣的
backbeat|(尤指摇摆舞曲的)基调强节奏
begrimed|污秽的
brawly|喧嚷的, 好口角的
barotaxis|趋压性, 向压性
balmony|[医] 窄叶蛇头草
buoyage|浮标, 浮标装置, 浮标装置方法
bopeep|藏猫游戏
beadlike|[机] (珍)珠状的
bowdlerizer|bowdlerize, bowdlerise的变形
bondwomen|女奴隶( bondwoman的名词复数 )
bellyache|腹痛
boosting|助推, 局部通风；升压加力
binturong|[动]熊狸
blellum|<苏格兰><古>饶舌的懒鬼
benty|硬草的, 多硬草的
blebby|气泡状的
biographee|传记中的主人公
bicarpellary|两心皮的
blithely|欢乐的, 轻率的, 无忧无虑的, 愉快的
bugging|[法] 窃听
benison|祝福
biffing|打( biff的现在分词 )
bestudded|bestud的变形
beechwood|山毛榉木材
baulking|错误；失败；障碍（等于balk）
barbas|[pl. ] 美洲牡荆
betelgeuse|猎户星座
beckoned|（用头或手的动作）示意, 召唤( beckon的过去式和过去分词 )
beaning|击或打…的头部（bean的ing形式）
burnished|抛光的, 光亮的
bighearted|宽大的, 慷慨的
brunet|浅黑肤色的男人
bocage|(陶瓷艺术品的)树木花草背景
bummers|失败( bummer的复数形式 ); <美>无赖; <俚>懒汉; <非正>令人不愉快的经历（事件）
bizardite|霞黄煌斑岩
bridegrooms|新郎( bridegroom的复数形式 )
barkey|[俗]船
bumpiest|困难重重的( bumpy的最高级 ); 崎岖的; （使） 处境艰难; 气流不稳的
brogans|(brogan 的复数) n. (粗革高帮)劳动靴
baikerite|[矿]贝地蜡(碳氧化合物)
beanery|廉价小饭店
breviped|有矮脚的
boatage|小船运货
bedraggles|弄脏, 弄湿, 弄皱（bedraggle的第三人称单数形式）
burbler|burble的变形
belowground|[化] 地面以下
biasteric|[医] 双星体的
besotted|愚蠢的, 糊涂的
babylon|巴比伦
basicranial|[医] 颅底的
barograph|自动记录式气压计
bemire|使弄得混身泥巴
betakes|去, 往, 到（某处、某人处）( betake的第三人称单数 )
bouchees|小肉馅饼（bouchee的复数）
blubberer|鲸脂；哭泣 (blubber的变形)
brownback|[人名] 布朗巴克
ballots|投票表决( ballot的名词复数 ); 选举; 选票; 投票总数
beleaguering|围攻( beleaguer的现在分词 ); 困扰; 骚扰
berdaches|男同性恋者
blurry|模糊的, 不清楚的, 污脏的
bromphenol|[医] 溴酚
bandmaster|管乐队指挥
blin|俄式薄煎饼
bristlelike|bristle的变形
bylaws|章程；规章制度；细则（bylaw的复数）
bibulously|吸水的；嗜酒的 (bibulous的变形)
buckaroo|牛仔, 牧童
bovate|[古]英国一种土地面积单位
birdless|adj. bird的变形
basiotribe|[医] 碎颅器
bides|等待, 停留( bide的第三人称单数 ); 居住; （过去式用bided）等待; 面临
basing|平稳期；固结于基座
besottedly|besot的变形
belligerency|交战状态
butanes|(butane 的复数) n. 丁烷
blotches|（皮肤上的）红斑, 疹块( blotch的名词复数 ); 大滴 [大片]（墨水或颜色的）污渍
bilophodont|[动]双脊齿型, 双脊牙型(动物)
biffins|(biffin 的复数) n. 红苹果
biofog|生物雾
belligerents|交战的一方（指国家、集团或个人）( belligerent的复数形式 )
blenches|（因惊吓而）退缩, 惊悸（blench的第三人称单数形式）
bronchitic|支气管炎的
barodynamics|重型结构力学
brocket|(欧洲赤鹿的)两岁雄鹿, 南美小鹿
bibitory|饮酒的, 纵酒的
bullarium|教皇敕书大全
bred|breed的过去式和过去分词
boomeranging|（计划）产生事与愿违的结果( boomerang的现在分词 ); 自食其杲
bimalar|[医] 两颊的
banjo|班卓琴
bolshy|与现行社会秩序格格不入的, 不愿合作的
bowelled|[通常用于复数]；【解剖学】(尤指人的)肠
briseis|[希神]布里塞伊斯(荷马史诗《伊利亚特》中的美女,由Agamemnon从Achilles手中夺走)
burlesquely|burlesque的变形
bioxalate|草酸氢盐
bezanty|(纹章)(有)列圆饰的
bewildered|困惑的; 晕眩的; 混乱的; 不知所措的
burrah|(非洲土人穿的)彩色条子棉布
bemocking|讥笑( bemock的现在分词 )
barrelfuls|(barrelful 的复数) n. 一桶之量；大量
berline|四轮双座篷盖马车(=berlin)
beatify|赐福给, 行宣福礼
berme|城墙与外濠间之狭道, 崖径
buttered|抹黄油于…上( butter的过去式和过去分词 )
bimanous|(动物)有两手的
babbler|说话模糊不清者, 胡说之人
bloviating|发表冗长演说
bistred|bistre的变形
biborate|酸式硼酸盐, 重硼酸盐
basilyst|[医] 碎颅器
bugloss|小花牛舌草
bearskin|熊皮, 熊皮衣
brasse|(Brasse)人名；(法)布拉斯；(德)布拉塞
bondager|奴役；束缚；苦役；劳役；受势力(或影响、习惯等)奴役(或束缚、支配), 对某些势力(或权势、影响)的屈服
belleter|铸钟人
ballplayer|棒球手
babying|把…当作婴孩看待, 娇养（baby的现在分词形式）
biloculate|[医] 双房的, 二格的
bilamellate|有两片的
beefier|牛肉似的( beefy的比较级 ); 结实的, 肌肉发达的
beflower|洒鲜花于；用鲜花铺盖：
brokerages|经纪业( brokerage的复数形式 ); 佣金; 手续费; 经纪费
benzaldehyde|[化]安息香醛, 苯甲醛
barracan|巴拉坎风雨大衣呢(地中海东部沿海地区制)
beweep|悲伤, 叹惜
barm|酵母
biens|[法] 财产
barnstormers|(barnstormer 的复数) n. 江湖艺人, 巡回演说家
bookishly|bookish的变形
bladdernose|[动]冠海豹
bivane|双风向标
barracked|向…提供营房（或棚屋）( barrack的过去式和过去分词 ); 使住入营房（或棚屋）; 大叫; 喝倒彩起哄
bradylalia|[医] 语言徐缓
bethesda|贝塞斯达（美国马里兰州中部城市）；毕士大（传说中耶路撒冷附近的池子, 据说池水可治百病）
brooded|孵蛋( brood的过去式和过去分词 ); 沉思
belittler|belittle的变形
beno|[西](菲律宾的)棕榈烧酒
brandywine|布兰迪维因（美国宾夕法尼亚东南部的一条小溪, 位于特拉华北部。1777年9月11日殖民地军队大败于此, 这使英军于9月27日得以进入费城）
bradding|曲头钉( brad的现在分词 )
bryonidin|[医] 泻根素
bito|(=bitotree)鱼毒木, 比妥树, 埃及酸叶木
bulletproof|防弹的
bradypnoea|(=bradypnea)[医]呼吸迟缓
bagworm|蓑蛾幼虫
blacklisting|把（某人）列入黑名单( blacklist的现在分词 )
barbed|有倒刺的
brainwashed|<贬>对…进行洗脑, 把某种思想强加于, 通过宣传灌输说服( brainwash的过去式和过去分词 )
bousy|醉的, 好酒的
biforate|[生]双孔的
bluffly|率直地, 粗率地
baryon|重子
bastioned|具备棱堡的
bimanal|有两手的
barbes|白麻巾
beamless|无梁的
boneless|无骨的
bastaard|(南非欧裔白人与非洲黑人的)混血儿
bombs|炸弹（bomb的复数）
belatedly|延迟地；延续地
baldhead|秃头的人, 秃头鸽
burghal|burgh的变形
bigarade|<法> n.酸橙
bicollateral|双韧的
boosted|升高的；升压的；加力的
balalaikas|俄罗斯三角琴( balalaika的复数形式 )
blasphemes|亵渎, 辱骂, 中伤( blaspheme的第三人称单数 )
bewigged|戴假发的
bemocks|讥笑（bemock的第三人称单数形式）
bilharziosis|[医] 裂体吸虫病, 血吸虫病
bulgari|宝格丽（意大利著名手表和珠宝品牌）
blots|污渍( blot的名词复数 ); 墨水渍; 错事; 污点
bebop|博普爵士乐
brachyhieric|[医] 短骶的
bladelike|刀剑形的
botherer|bother的变形
balistraria|(欧洲世纪城堡墙上的)十字形弓箭口
bridles|约束( bridle的名词复数 ); <机>限动器; 马笼头; <解>系带
biggity|<美俚>傲慢的, 自负的, 趾高气扬的, 厚颜无耻的
befalling|降临到（某人）头上, 发生( befall的现在分词 )
bibliophiles|(bibliophile 的复数) n. 爱书者, 藏书家
boundlessly|无穷地, 无限地
blastomycin|[医] 芽生菌素
bended|弯曲的
blakeite|红铁碲矿
bender|扭弄物体的人, 六便士银币, 饮酒作乐
bammed|bam的变形
bows|饰片；弓形物（bow的复数形式）
bleeder|易出血的人, 血友病患者
beaner|托架
bluer|染蓝检验工
bacchae|酒神巴克斯(Bacchus)的女伴
banshees|女鬼( banshee的复数形式 )
befittingly|适当地, 适宜地
blastemal|[医]胚基的, 芽基的
busulfan|[化] 白消安; 马利兰
binny|[人名] 宾尼
bacchanalian|酒神节的, 狂饮作乐的
botanists|植物学家, 研究植物的人( botanist的复数形式 )
babine|[地名] [加拿大] 巴宾
broodingly|brooding（沉思的, 忧思的, 冥思苦想的）的变形
budgeter|编预算的人
balaclava|巴拉克拉法帽
boner|可笑的错误
benelux|比荷卢经济联盟
bouncy|快活的, 精神饱满的, 有弹性的, 自大的
blondish|略带亚麻色的
blubbered|哭诉( blubber的过去式和过去分词 ); 又哭又闹
baptising|(baptise 的现在分词) vt. 给...施洗礼, 命名, 使纯化, 洗炼
bartizan|城堡的箭塔, 顶塔
bombshells|炸弹( bombshell的复数形式 ); 爆炸性事件; 令人吃惊的事; 性感美女
basketballs|(basketball 的复数) n. 篮球
bloomless|[医]不起霜的
busher|第二流球队队员, 才能平庸的人
biauriculate|[解](有)双耳的, (有)双心耳的
bankroller|提供资金者, 资助者
bulimus|[医]豆螺属
beechnuts|山毛榉坚果
bulimic|[医] 善饥的, 食欲过盛的
boud|[人名] 鲍德
benzylidene|[化] 亚苄基; 苯亚甲基
baroswitch|以气压来控制的开关
baptisteries|洗礼池, 洗礼用桶( baptistery的名词复数 )
briquettes|[冶] 团矿
barbels|(barbel 的复数) n. 触须
boxers|拳击短裤；四角裤
baubee|半便士, 小事
bespoken|bespeak的过去分词
bicornous|[医] 双角的
battailous|[古语]；已作好战斗准备的
behindhand|拖欠的, 迟的, 落后的
bendwise|【纹章学】斜地, 成对角线地
belated|迟来的
backings|支持( backing的复数形式 ); 支持者; 背衬; <美口>（独唱或独奏的）伴奏
biggety|<美俚>傲慢的, 自负的, 趾高气扬的, 厚颜无耻的
bawn|灰色泥炭；围墙
boffs|(boff 的复数) n. 高声大笑, 为博取大笑的台词, 卖座的戏
bocking|博金粗毛呢
bicircular|由两个圆周组成的, 象两个圆周的
buyout|全部买下; 买下（公司或产业）
brining|[化] 浸盐液
bellbirds|(bellbird 的复数) n.铃鸟
basketfuls|一满篮, 一满筐( basketful的名词复数 )
bergsonism|柏格森主义(直觉主义)
brunizem|[地]湿草原土
broomy|金雀花茂盛的, 似扫帚的
brigantine|双桅帆船
bushhammer|石工锤
bleariest|bleary（睡眼惺忪的, 因缺觉而眼睛模糊的, 视线模糊的）的变形
bagful|一袋之量, 满口袋
baroquely|baroque的变形
broaching|[计] 拉削, 拉孔
belee|置之下风
burbling|气流分离, 起泡, 附面层分离
blued|变蓝的
benches|法官( bench的名词复数 ); （木制）长凳; （英国议会的）议员席; 场边的运动员休息区
barmecide|答应给人好处而不兑现的人, 口惠而实不至的人
barophobia|[心理]重力恐怖
beddable|诱人的, 有魅力的, 性感的
baffy|木制短高尔夫球棒
browntail|[网络] 浏览
bromatology|饮食学, 食品善食学
bombarded|炮击( bombard的过去式和过去分词 ); 轰炸; 连珠炮般地提问; <核>以高能量粒子或放射能冲击
baptistic|[网络] 洗礼
billingsgate|粗俗话, 下流话
blunge|掺水拌
baka|African pygmy 非洲俾格米人, 非洲矮人
bandido|[电影]伯纳多
barrowman|沿街叫卖之小贩
burnings|(burning 的复数) a. 燃烧的, 象燃烧一样的
bitterbrush|(产于北美洲西部干旱地区的)蔷薇科淡灰色灌木
boarded|vbl. 搭乘
berylloid|绿柱石晶状的
breastbeam|船楼端梁
berthierite|[机] 蓝铁矿
beseemed|适合于( beseem的过去式和过去分词 )
backwashing|(backwash 的现在分词) n. (划桨引起的)反流, 激流区, 反响
boardy|粗硬织物, 僵硬的, 发紧的
bibliothecal|属于图书馆的
baedekers|(baedeker 的复数) n. 旅行指南, 入门手册
buttonmold|钮模
balbuties|[医]口吃
brainstormer|集思广益；头脑风暴；灵机一动 (brainstorm的变形)
braes|(brae 的复数) n. 斜坡, 山坡
bloodies|血污的( bloody的第三人称单数 ); 流血的; 屠杀的; 残忍的
buxus|[医] 黄杨
brakesmen|(brakesman 的复数) n. 司闸员, 制动手
baffled|带有挡板的
boardable|board的变形
bloodletting|放血
blighter|讨厌的人, 可厌的家伙
brooding|沉思的；徘徊不去的
bleedings|(bleeding 的复数) n. 出血, 流血
brats|调皮捣蛋的孩子( brat的复数形式 )
businessese|[网络] 商业行话
berhyming|berhyme的变形
boxhauling|使船顺风势转向( boxhaul的现在分词 )
brimfull|满到边的, 洋溢着...的, 满溢的
bonhomie|愉快, 温和, 和蔼
bacillite|[矿]由许多平行的长联雏晶形成的杆状微晶, 杆雏晶束
belaboured|痛打, 责骂( belabour的过去式和过去分词 )
backseat|后座, 次要位置
biorgan|[医] 生理器官
balanitis|[医] 龟头炎
baume|[机] 波美
barring|不包括, 除非
bookplates|(bookplate 的复数) n. 藏书标签
bisetose|【生物学】具二的
baroscope|验压器
brazenness|厚颜无耻, (喻)猖狂
beachboy|海滨服务员
benzoflavine|苯并黄素(制菌剂)
benefiting|有益于, 有助于（benefit的现在分词形式）
biosome|生物体
bannermen|八旗子弟
bromal|三溴乙醛
brushup|复习, 刷新
biannulate|[动]有二环纹的, 具两个色环的
brisance|[军](炸药)震力,(炸药)破坏效力
bestrew|撒满...表面, 使遍布
bunks|（车、船等倚壁而设的）铺位( bunk的名词复数 ); 空话, 废话
burlesquer|杂耍表演者
bluffs|恐吓( bluff的名词复数 ); 悬崖; 峭壁
bedsore|褥疮
bullwork|牛马活, 苦活
baronet|准男爵
brome|布罗姆(姓氏)
brashly|胃灼热地, 骤雨般地
bhadon|印度历的6月
bevy|一群
biotically|biotic, biotical 的变形
bouch|[人名] [英格兰人姓氏] 鲍奇 Budge的变体
bicornuous|双角的, 新月状的
brassica|[医] 芥属, 芸苔属
brachydont|[医] 短牙的
brittler|易碎的
betided|发生( betide的过去式和过去分词 )
beckoningly|引诱人地, 令人心动地
burglarizes|<美>闯入…盗窃( burglarize的第三人称单数 ); 破门盗窃
bluethroat|[鸟](产于北欧和亚洲的)蓝点颏,蓝喉歌鸲
baited|引诱；在…中放诱饵；折磨
bonitoes|鲣（等金枪鱼科鱼类）( bonito的名词复数 )
bluffers|(bluffer 的复数) n. 吓唬人的人
bathes|给…洗澡, 游泳( bathe的第三人称单数 ); 冲洗; 浸; 用水清洗（尤指身体部位）
boxhaul|使船顺风势转向
baptizer|baptize的变形
bacilli|pl. 细菌, 杆菌
bantling|婴孩, 小孩
bacilluria|[医] 杆菌尿
beards|胡须( beard的名词复数 )
bonos|(bono 的复数) n. 宝鸟服饰；报喜鸟（品牌名）
blusher|脸红的人,使脸色红润的化妆品
burrhead|<美俚>黑人
busters|起破坏, 制止作用的人或物；庞然大物；非凡的人或物；小鬼, 小家伙；茁壮的孩子
boody|屁股，外阴或阴道，性交
banquo|班柯(莎士比亚悲剧《麦克佩斯》中人物, 被麦克佩斯下令杀死,后以鬼魂显灵,使麦克佩斯暴露自己的罪行)
bilabial|双唇音(如h,m,p等)
biotical|有关生命的;生物的
banneret|小旗
berzelianite|硒铜矿
bosoming|胸；胸怀；中间；胸襟；内心；乳房；内部
biding|等待, 停留( bide的现在分词 ); 居住; （过去式用bided）等待; 面临
blencher|blench的变形
bowsing|, vi. bowse的变形
boathouse|船库, 艇库
beplumed|用羽毛装饰的
burlesqued|（嘲弄地）模仿, （通过模仿）取笑( burlesque的过去式和过去分词 )
buteonine|, n. buteo的变形
baryons|[高能] 重子
bawdiness|bawdy的变形
byard|[人名] 拜厄德
bewit|(=bewet) 在养鹰术中用来将铃拴在鹰腿上的皮滑圈
basten|[人名] 巴斯滕
bipectinate|[动][植]双栉形的
basocyte|[医] 嗜硷细胞, 嗜硷白血球
bilocellate|具两分室的
baphomet|巴风特
breme|(Breme)人名；(德)布雷梅
bankbook|银行存折
bandar|[动]印度狭鼻猴
bulrushes|芦苇；灯心草
backlogs|积压未办之事( backlog的名词复数 ); 没交付的订货; 备用; 备用物
bibliog|bibliographic 书目的；bibliographical 书目的；bibliographer 书目编著人；bibliography 书志学
blooped|做蠢事, 将棒球打到内外野之间( bloop的过去式和过去分词 )
belays|把绳索拴在系绳栓上（belay的第三人称单数形式）
basidorsal|背基骨
bedarken|使完全黑暗
breathalyse|对(驾驶员)作呼气测醉检验
bountifully|慷慨地
brambling|燕雀
bowering|荫蔽（bower的现在分词形式）
bagatelles|琐事; 小事（bagatelle的复数）; 断章小品（音乐）
belying|掩饰（belie的ing形式）
bulgur|碾碎的干小麦
blocker|[医] 阻滞物, 阻滞剂, 阻滞抗体
brose|麦片汤
bewrays|<古>泄露, 暴露, 显示（bewray的第三人称单数形式）
bootstrapped|bootstrap（拔靴带, 靴襻；自己单独从事的, 自力的, 靠自身努力的, 自力更生的；靠自身努力摆脱某种状况）的变形
braggingly|brag的变形
batters|面糊（煎料）( batter的名词复数 ); 面糊（用于做糕饼）; （ 棒球） 正在击球的球员; 击球员
bromethyl|乙基溴, 溴乙烷
bennets|贝内茨
bobtailed|短尾；截尾的动物；截短的尾巴
bashes|重击, 猛撞( bash的名词复数 )
bettor|打赌者
barbecued|烘烤过的
biflagellate|[生]双鞭毛的
bastinado|棒打, 打脚掌的刑罚, 杖
beltways|环形公路, 环路( beltway的名词复数 )；华盛顿特区的
balian|[物]态
betoss|投, 摇动
bacteriosis|细菌病害
bcd|[计] 二-十进制
bice|灰蓝色, 灰绿色
bahutu|布隆迪和卢旺达农民
backfills|回填（挖掘的洞穴）( backfill的第三人称单数 )
bangiales|紫菜目
bedrails|(bedrail 的复数) n. 床侧板, 床栏杆
balldress|[网络] 妇女参加舞会时穿的长礼服；晚装；舞会服
breathiness|[医]气息声
blusterer|咆哮的人, 吓唬人的人
bnf|[计] 巴科斯范式; 巴科斯-诺尔范式
bauxitic|铁铝氧石的, 铁矾土的
burk|伯克, 马莎·简((1852？-1903) 美国女拓荒者和西部的传奇人物。她经常身着男装, 被认为是一位神枪手和技艺高超的骑手)
bumbled|犯错误( bumble的过去式和过去分词 ); 杂乱无章地说; 发出嗡嗡声; 笨拙地进行
bahamians|, n. Bahamas的变形
bastilles|(bastille 的复数) n. 城堡；牢狱
bluely|带蓝颜色地
boning|去(鱼)骨
bulldozing|推土；糊炮爆破
boong|原住民, 新几内亚土著
bipinnately|bipinnate, bipinnated 的变形
besot|使糊涂, 使痴迷, 使沉醉
bandmasters|乐队指挥；军乐队或管乐队首度
biosterin|生甾醇
burse|钱包；（大学 ）奖学金
bastile|城堡;牢狱
biforked|分叉的
barchan|新月形沙丘, 弧形沙洲
boychick|小朋友, 小孩
beadsman|替施主祈祷者, 乞丐
brontophobia|[医] 雷电恐怖
basileus|[网络] 巴赛勒斯；巴西琉斯；巴塞勒斯
barnburner|破釜沉舟派，极端派(为灭鼠而不惜烧谷仓)，激进派，行为过激的人；[b-][美国方言]木质火柴
bookmakers|图书编纂者, 书商( bookmaker的复数形式 ); [赛马]赌注登记经纪人
behn|[人名] 贝恩
bravest|勇敢的
billsticking|广告(或通告)张贴
baubling|毫无价值的东西；华而不实的东西；小摆设, 小装饰, 花哨的小玩意儿
bindheimite|水锑铅矿
breakpoints|(breakpoint 的第三人称 -s形式) [计] 断点
brocard|[法] 法律格言, 法律原理
bibliopolar|bibliopole, bibliopolist的变形
barmecidal|画饼充饥的, 口惠而实不至的
barabbas|巴拉巴(基督教《圣经》所载一犹太死囚名, 经祭司长等怂恿,民众要求赦免此人而处死耶稣)
bezels|(bezel 的复数) [计] 窗口
blab|泄漏, 胡扯
bathonian|巴通阶
bedpans|（病人在床上用的）便盆( bedpan的复数形式 )
bombiccite|[地质]晶蜡石
bellarmine|贝拉明酒瓶
blondine|把(头发)染成亚麻(或金黄)色
banishing|放逐, 驱逐( banish的现在分词 )
barmy|发酵的
bename|为...取名
beano|雇主一年一次款待雇工的宴席,<俚>快乐的宴会
backcross|vi. 使回交, (使)逆代杂交
buffable|（皮革）能被磨面的
buckaroos|(buckaroo 的复数) n.牛仔, 牧童
braye|[人名] 布雷; [地名] [法国] 布赖河
bechic|治咳嗽的, 镇咳的
bitumen|沥青
burbled|（流水）发汩汩声( burble的过去式和过去分词 ); （婴孩般）咿呀学语; 嘟囔; 窃笑
bandits|盗贼；土匪（bandit的复数）
barenecked|露着脖子的
botticellian|具有(意大利画家)波堤切利作品特点和风格的
bodkin|大眼粗针, 锥子
blisters|水疱( blister的名词复数 ); 水肿; 气泡
bubblier|bubbly（起泡的）的比较级形式
boominess|嗡嗡声
bibbery|酒鬼 (bibber的变形)
beslaver|以唾沫弄污, 谄媚
barythymia|[医] 忧郁症
buggered|同性恋者, 鸡奸者, 兽奸者( bugger的过去式和过去分词 )
bushings|[电] 套管；轴衬；支架避震组（bushing的复数形式）
brachycardia|[医]心搏过缓, 心动徐缓
boated|小船；轮船
banqueting|设宴
biliment|服饰, 装饰
blackfeet|黑腿（blackfoot的复数）
bisymmetry|两侧对称, 二轴对称
bermudians|(Bermudian 的复数) n. 百慕大居民
bindi|（印度教妇女等的）眉心红点, 眉心饰记
briner|腌制桶
bumptiously|bumptious的变形
brooches|胸针, 饰针( brooch的复数形式 )
baronduki|(=baranduki, barunduki, burunduki)花鼠(五道眉)
bowlines|(bowline 的复数) n. 单套结；帆脚索
bolstering|支撑, 支持
brimmer|满溢的杯, 满杯
bloods|血帮（blood复数）
broadened|使…变宽, 扩展( broaden的过去式和过去分词 ); 增长（经验、知识等）
bunder|码头, 港口
boatswains|水手长( boatswain的复数形式 )
bardling|青年吟游诗人, 末流诗人
blimp|软式小型飞船, 顽固的保守分子
bloodier|血污的( bloody的比较级 ); 流血的; 屠杀的; 残忍的
believers|信仰者（believer的复数形式）
binate|成对的
butterflower|[网络] 黄油花
betwixt|在其间, 不走极端
blastosphere|[生]囊胚, 囊胚泡
boomed|激增( boom的过去式和过去分词 ); 猛涨; 发出隆隆声; 以低沉有力的声音说话
bombardments|炮击, 轰炸( bombardment的复数形式 )
bangboard|(收粮食的)边板
bathinette|婴孩用折叠式浴盆
babism|巴布教(伊朗的一种宗教)
betulaceous|[植物]桦木科（Betulaceae）树木的(包括桦木、赤杨等)
bridging|造桥
billetwood|非洲乌木
ballyhoos|呐喊( ballyhoo的名词复数 ); 喧闹; 大吹大擂; 假大空的宣传
blacked|弄脏( black的过去式和过去分词 ); 使变黑; 抵制; 把黑油彩抹在（演员）脸上
brail|卷帆索, 抄网
burinist|（铜版）雕刻家
battier|疯狂的( batty的比较级 )
bountied|慷慨；丰富；奖励金；赠款
banakite|粗面粒玄岩
bobbling|漏接, 弄坏( bobble的现在分词 )
bissextile|闰的
batteau|两端尖的平底小舟
booed|发出嘘声( boo的过去式和过去分词 )
blazers|宽松运动外衣( blazer的复数形式 )
baken|博肯（男子名）
barycenter|重心
biggins|帽子；风帽；兜帽；高级律师白帽
bromyrite|溴银矿
blended|blend的过去式和过去分词
bromelia|[化] 2-乙氧萘
baguet|切成长方形的宝石, (宝石的)长方形
bakeboard|[机] 烘板, 烘烤面团板
boe|back outlet eccentric 后偏心（轮）出口
breamed|鲤科鱼；欧鳊属淡水鱼；用加热和刮擦的方法清扫船底
brusk|(在态度或言词方面)粗暴的, 简慢的, 生硬无礼的, 鲁莽的, 粗率的, 唐突的
brothy|肉汤的
bick|开机的iso施工工具（Bootable ISO Construction Kit）
bls|（美）劳工统计局（Bureau of Labor Statistics）；文科学士（Bachelor of Liberal Studies）
bater|易货
backstrokes|还击, 反手击球, 仰泳
bushels|蒲式耳（在美国相当于2150。42立方英寸, 或35。42升）( bushel的名词复数 ); 大量; 一蒲式耳重量的东西; 拿自己作标准来衡量别人
bivalent|二价的
bibenzyl|[化] 联苄
bitonal|[音]双调的
battologist|battology的变形
basisphenoid|基蝶骨, 蝶底骨
brownnoser|拍马屁者；阿谀奉承者；趋炎附势者
brontosaurs|(brontosaur 的复数) n. 雷龙
besprinkle|洒遍, 使布满
brecht|(Brecht)人名；(英)布雷赫特；(德)布雷希特
bauk|障碍, 梁木
bioacoustics|[复]n.[用作单] [生]生物声学
bioplasm|原生质
baching|过独身生活, 乡村小屋, 海滨小屋( bach的现在分词 )
binned|扔掉, 丢弃( bin的过去式和过去分词 )
britt|小鲱鱼
beamish|春风得意的
balloonlike|adj. balloon的变形
backwardly|(无比较级)向后, 相反, 倒, 回顾, 倒向, 落后, 进展缓慢, 迟疑, 智力差, 畏缩
beadier|起泡的；饰有珠子的；晶亮如小珠的 (beady的变形)
burking|[医] 伯克扼杀法, 阻闭口鼻扼杀法
bimestrial|持续两个月的, 每两个月一次的
bellman|敲钟者, 男听差, 更夫
besottingly|besot的变形
backhaul|(货运车的)回程(通常亦载货),回程运费
biocatalyst|生物催化剂
benjaminite|铜银铅铋矿
