phone|手机
patmos|(patmo 的复数) abbr. Patent and Trademark Office 专利与商标办事处
peritrichous|[植]周毛的(指菌)
polissoir|[法]抛光设备, 磨光工具
petrogeny|[地质]岩石发生学
precises|摘要；大纲
phlebostasia|[医] 静脉止血法, 静脉郁滞法(上止血带)
pelviotomy|[医] 骨盆切开术; 肾盂切开术
pythiad|(古希腊)皮提亚德时期
plankter|浮游生物
painters|画家( painter的复数形式 ); 油漆匠; （系船的）缆绳
propping|支撑
playfully|开玩笑地；好游玩地
petalody|[植]成花瓣形, 花瓣化
pedicure|脚治疗, 脚治疗医师, 修趾甲术
pennate|有翼的, 翼状的, 羽衣硅藻的
penanced|使…以苦行赎罪
pudendal|[医] 阴部的
palestinians|巴勒斯坦人（palestinian的复数）
pean|赞颂歌；凯旋歌（等于paean）
phenazone|非那宗, 二甲基苯基吡唑酮, 安替比林(药)
polyose|多糖
pancaked|(pancake 的过去分词) n. 薄烤饼, 薄煎饼, 烙饼
photocopier|影印机, 摄影复制机
punica|[网络] 石榴属；仅石榴属；安石榴属
pleiocene|[地]上新世的
primordia|primordium 的复数
primaeval|原始的
ptyalin|唾液淀粉酶
parridge|麦片粥, 粥, <俚>服刑
preluded|为…作序, 开头（prelude的过去式与过去分词形式）
partiversal|半锥背斜
promissory|约定的, 约好的, 约定支付的
pancreatism|胰活性
papooseroot|[网络] 葳严仙；类叶牡丹
phonotactics|[复]n.[用作单][语]音位结构学,音位配列学
popularizes|使受欢迎( popularize的第三人称单数 ); 普及; 使通俗化; 使易懂
panhyperemia|[医] 全身充血, 全身多血
phalaenopsid|蝶兰属的兰花植物
pricier|价格高的, 昂贵的( pricey的比较级 )
pokeberry|[植]美洲商陆,美洲商陆果
pseudonymous|使用笔名的, 使用假名的
pessary|子宫托, 子宫帽
paropsis|[医] 视觉异常, 视觉障碍
papist|教皇制信奉者, 天主教徒
pyrolusite|[矿]软锰矿
prion|感染性蛋白质, 普列昂; 锯鹱
pyelogram|[医]肾盂X线(照)片,肾盂造影照片
phloeoterma|筛皮
phylaxis|[医] 防御[作用]
pard|豹, 伙伴
polemizes|辩论, 争论（polemize的第三人称单数形式）
pyridic|pyridin(e)的变形
preemie|早产婴孩
photoproton|光质子
pewit|田凫, 田凫的鸣声
perplexingly|使人为难地
perinea|perineum的复数
piggish|猪般的, 馋嘴的, 贪心的, 邋遢的
pedicured|(pedicure 的过去时) n. 脚治疗, 脚治疗医师, 修趾甲术
pyrophoric|发火的,生火花的
prate|唠叨, 空谈
pirnie|[人名] 皮尔尼
protistology|[生]原生生物学
promuscidate|具伸喙的, 具喙的
pakistanis|巴基斯坦人（Pakistani的复数）
peewee|矮小的人, 小东西
pericystic|[医] 囊周的; 膀胱周的
patchiest|patchy（不完整的）的变形
pikake|[植]茉莉
pleached|编织( pleach的过去式和过去分词 )
postface|刊后语
pyrrolidyl|[化] 吡咯烷基
psychoactive|对神经起显著作用的, 对神经起特殊作用的
preachify|说教, (喋喋不休的)劝诫
phocine|[动]海豹的,像海豹的
pelicometer|骨盆(测)量器, 骨盆计
papershell|脱壳(后的螃)蟹
polarisation|[物]偏振(现象),极化(作用),两极化,分化
pursuable|可实行的, 可追赶的
pubis|耻骨
predicate|谓语, 谓项
possessive|所有格
plumbed|铅垂的
picris|[网络] 毛连菜属；毛莲菜属
podiatry|脚病学
pseudofever|[医] 假热
phytosis|植物病
paraphrenic|[医] 妄想痴呆的; 妄想痴呆患者
polygraph|多种波动记录仪, 复写器, 多产作家, 测谎器
pipette|吸量管, 吸移管
preplanned|(preplan 的过去时) vt.vi. 预先计划, 预先规划, 预先打算
panhidrosis|[医] 全身出汗
petcock|[机] 扭塞, 小塞
pentacles|(pentacle 的复数) n.五角星形
palely|苍白地, 青青地, 淡色地
penetrant|渗[穿]透的
pathologic|病理学的, 由疾病引起的, (非正式)不合理的, 仅由想象引起的, 不理智的
paracentesis|[医](放液)穿刺术
polypuses|[肿瘤] 息肉；水螅
prezonal|位于盆带前方的
plighter|情况；状态；(尤指)苦境；困境；险境
pfui|<德>int.[表示轻蔑、厌恶、不信、不耐烦等]呸,啐
peres|佩雷斯（人名）
peristomial|围口的
pil|图片库（Python Imaging Library）；病人信息活页（patient information leaflet）
perispomena|perispomenon的变形
pottle|半加仑, 半加仑的酒
procoelous|[医] 前凹的
pleasuring|使高兴（pleasure的现在分词形式）
pragmatism|实用主义
plait|褶, 辫子, 麦秆条带
pinard|比纳葡萄酒
peorian|皮奥里间冰期
potwalloper|[英史]户主选举人 ( 亦称 potwaller)
palled|（因过多或过久而）生厌, 感到乏味, 厌烦( pall的过去式和过去分词 )
pondlet|小水池
phobic|病态性恐惧的, 憎恶的
paligorskite|坡缕石
porkers|(porker 的复数) n. 食用猪, 肥小猪
planetoid|小行星, 类行星的物体
predicatory|说教的
pupilage|学生身分, 学生时期, 未成年, 幼年时代
practicer|练习者, 实践者
puns|双关语, 俏皮话( pun的名词复数 )
polysemous|多义的, 有多种解释的
prototyping|[计] 样机研究, 原型设计
pomelos|(pomelo 的复数) n. 柚子, 文旦
planche|击剑场
planetaria|天文馆( planetarium的名词复数 )；天象仪
paranema|(pl. paranemata)[植]副丝
pennyroyal|薄荷类, 薄荷油
puny|微小的, 弱小的, 微不足道的
pik|土耳其长度单位, 等于70.866公分, 或27.9英寸
proudest|自豪的, 骄傲的；(因受表扬等而)感到光荣的, 引以为荣的
pedocalic|pedocal的变形
paracentral|[医] 旁中央的, 近中心的
prude|拘守礼仪的人, 故作正经的人
pilin|[医] 海绵毯
pleomorphism|[化] 同质多晶
polycarpic|多次结果的
polytonal|[音](具有或使用)多调的
prosodetic|前限
processioner|(人、车、船等的)行列；队伍；一长列；一长排；进行；行进；(尤指)列队行进
pallet|草铺, 简陋小床, 调色板, 棘爪
plodge|<英方> vi.& n.蹚水
paltock|[人名] 帕尔托克
potoo|林鸱
palladian|（智慧女神）帕拉斯·雅典娜的；智慧的, 学问的；帕拉弟奥建筑风格式的
photospheric|photosphere的变形
philatelic|集邮的, 集邮癖的, 有集邮价值的
prefaces|序言( preface的名词复数 ); 前言; 开端; 前奏
pyelometry|[医] 骨盆测量法, 肾盂测量法
poorhouses|贫民院( poorhouse的复数形式 )
periblem|[植]皮层原
pipers|吹笛人, 吹风笛的人( piper的复数形式 ); 管道工
poisoned|中毒的；遭毒害的
photoelastic|[物]光弹性的
pervicacious|极固执的,极任性的
portliness|肥胖, 肥大
phospholipin|[化] 磷脂
pauperized|使成贫穷, 使成为受救济者( pauperize的过去式和过去分词 )
pyopoiesis|脓生成
prejudged|预先判断( prejudge的过去式和过去分词 )
phonated|出声, 发声( phonate的过去式和过去分词 )
pais|[电] 对
ponderer|ponder的变形
pullback|拉回, 障碍, 阻扰
perilled|置…于危险中（peril的过去式与过去分词形式）
pressuring|（美）对…施加压力（pressure的ing形式）
pteropus|[网络] 狐蝠属；黑首狐蝠；东加罗林狐蝠
pontificalia|[pl. ]主教的祭服
paracolpium|阴道旁组织
pizzle|动物的阴茎(过去曾做鞭子用)
pilaster|壁柱
phyllostomus|叶口蝠属
programing|程式设计, 程序编排；节目制作
piceous|(似)沥青的, 沥青色的(尤指动物)
punishes|罚( punish的第三人称单数 ); 处罚; 粗暴地对待; 痛打
peeped|窥视( peep的过去式和过去分词 ); 偷看; 隐现; 慢慢露出
plurality|复数, 较大的数, 多数状态, 兼职
pimpliness|丘疹
panegyrical|颂词的, 赞扬的
pamphleteer|小册子作者, 檄文执笔者
pedregal|[地名] [巴拿马、秘鲁、厄瓜多尔、古巴、委内瑞拉] 佩德雷加尔
picus|[罗神]皮库斯(农事之神)
palaeolith|[考古]旧石器
plumcot|[植]李杏(一种李和杏杂交培植的树及其果实)
powders|粉, 粉末( powder的名词复数 ); 粉状物质
proabortion|赞成人工流产合法化的
pathic|被奸者
preoblongata|[医] 延髓前部(第四脑室与脑桥间的部分)
pentaphylax|五列木属
proprietors|所有人, 业主( proprietor的复数形式 )
perused|读（某篇文字）( peruse的过去式和过去分词 ); （尤指）细阅; 审阅; 匆匆读或心不在焉地浏览（某篇文字）
protoceras|原角鹿属
psychognosy|[医]心理诊断术
pulsated|有节奏地舒张及收缩( pulsate的过去式和过去分词 ); 跳动; 脉动; 受（激情）震动
petrolized|用石油点燃
pitcher|有把的大罐, 瓶状体, 投手, 摊贩
phytophagous|(昆虫)食植(物)的, 食叶类的
propense|[古]偏向或倾向于...的
patched|打补丁的
panniculus|[解]膜
periarthric|[医] 关节周的
plastiqueur|可塑炸弹投掷者
phthalic|[化]邻苯二甲酸的, 酞酸的
pupate|化蛹
plotters|密谋策划者, 搞阴谋的人( plotter的复数形式 )
palilalia|[医] 言语重复
playmaking|控球后卫；发动机
prototroph|[微]原养型微生物
polluted|被污染的, 被玷污的, (美)(非正式)喝得烂醉的
perceval|珀西瓦尔(亦作Perceval)(m.)
precluded|阻止( preclude的过去式和过去分词 ); 排除; 妨碍; 使…行不通
propositus|[医] 渊源人, 基人, 先证者(指某一疾病的最早罹患的人)
piraya|[鱼]水虎鱼（产于南美产的一种小鱼）
prismatoid|[数]旁面三角台, 拟柱体
pinball|钉球戏, 弹球戏
pecuniarily|在金钱上, 在金钱方面
psychopaths|精神变态者, 精神病患者( psychopath的复数形式 )
pucellas|[一般用作单](制作玻璃器皿时用的)玻璃钳
pisonia|[网络] 腺果藤属；皮孙木属；乃从拉丁学名
palling|（因过多或过久而）生厌, 感到乏味, 厌烦( pall的现在分词 )
paralexia|[医]阅读倒错,错读
pinninerved|羽状脉的
pantechnicon|家具仓库, 家具搬运车
phenom|杰出人才, 特别的事情
palikinesia|动作重复
perversions|歪曲( perversion的复数形式 ); 变坏; 变态心理
plumming|【植物】李属(Prunus)植物；洋李；李；梅
podiatrists|足病医生( podiatrist的名词复数 )
pellock|<苏格兰>[动]鼠海豚
petersham|罗纹丝带
penchants|(penchant 的复数) n. 爱好, 嗜好
payoffs|结果, 报偿( payoff的复数形式 )
pomp|壮丽, 盛观, 夸耀
praecox|早发的
plash|浅池, 积水坑, 击水声, (水的)飞溅
plagiariser|[网络] 剽窃者
presenters|节目主持人, 演播员( presenter的复数形式 )
pseudoscope|幻视镜
pantropic|遍布于热带的
pintano|[鱼]豆娘鱼, 岩豆娘鱼
pussyfooting|偷偷走路, 轻轻地走, 谨慎行事( pussyfoot的现在分词 )
palisadoes|palisado的变形
penalization|[法] 处罚, 惩罚
punctilios|细节, 拘泥形式( punctilio的名词复数 )
plagae|斑点（动物身上的）；条纹（动物身上的） (plaga的变形)
pigstick|(用长矛)狩猎野猪, 杀猪
pleaching|编织( pleach的现在分词 )
pineries|菠萝园( pinery的名词复数 )
paddleboard|桨叶式冲浪板(亦可用于救生)
phoebus|福玻斯(日神), 太阳
pluggable|插接式连接, 可插的
perpetuating|perpetuate的现在进行式
polishes|（使）光滑, 擦亮( polish的第三人称单数 ); 修正; 文饰; （涂蜡等）打光滑
peakedness|巅峰(性)
psychoses|精神病( psychosis的复数形式 )
partridges|山鹑( partridge的复数形式 )
porites|滨珊瑚属
pinfold|家畜栏, 监禁地
predication|断定, 断言, 谓项
parosteal|[医] 骨旁的, 骨膜外面的
potencies|(potency 的复数) n. 力量, 权力, 效力
pulverizable|能研碎的
podophyllous|[医]蹄内（组织）的
pipewort|[植]谷精草
pus|脓, 脓汁
piggery|猪舍, 猪舍似的地方, 污秽的场所, (总称)猪, 似猪的行为, 贪得无厌的习性
passivity|被动, 被动性, 无抵抗, 钝性, 被动结构
pyromania|放火狂
poppin|机械舞（街舞的一种）
plasm|[医] 浆, 血浆, 原生质, 原浆
polyterpene|多萜(烯)
putative|推定的, 被公认的
pleximeter|叩诊板
pelletize|使成颗粒状, 使成团, 把…制成丸
parser|[计] 分析程序
palaeogene|& n.[地]早第三纪(的),下第三系(的)
pelmanism|配尔曼式记忆训练法(由配尔曼学院发明), 用配尔曼式记忆法记忆
potboil|(为生计)匆促草率写作(或绘画)
paine|佩因（姓氏, 也译作潘恩、佩恩）
phytyl|植基
precancels|（收寄大宗邮件或邮包时）预先盖销（邮票）( precancel的第三人称单数 )
primaquine|[化]首喹, 伯氨喹
phlogopite|[矿]金云母
perceivably|可知觉地, 可察觉地；可领会地
parasitize|寄生于, 侵害
pikestaves|枪柄, 锡杖附有尖形铜帽的( pikestaff的名词复数 )
pion|[化] π介子
prepositions|介词( preposition的复数形式 )
pholidosis|鳞序
poetesses|(poetess 的复数) n. 女诗人
perisperm|[植]外胚乳( 亦泛指胚乳, 包括内、 外胚乳)
parmeliaceae|[网络] 梅衣科；于梅衣科
phenolate|(苯)酚盐
preta|[网络] 饿鬼；普雷塔；薜荔多
phylogenesis|系统发生, 动植物种类史
phycophaein|[化] 藻褐素
paleographer|古文书学家
pyrogallate|[化]焦棓酸盐
platypi|platypus的复数
pneumotyphus|[医] 肺型伤寒
propitiation|劝解, 抚慰, 赎罪
proleg|原足, (幼虫的)腹脚
phyllopteryx|叶海马属
pte|手提式测试装置（Portable Test Equipment）；特殊试验装备（Peculiar Test Equipment）；客运部（英国铁路）（Passenger Transport Executive）
plectognath|愈颌目鱼
phaser|[电] 相位器
polytheism|多神教, 多神论
presided|主持, 主管( preside的过去式和过去分词 )
perchloric|[化](含)高氯的
perineotomy|[医] 会阴切开术
prejudicing|偏见；侵害
pillworm|鼠妇
psephitic|砾状
paranephros|<废> [解]肾上腺
pterygiums|[眼科] 翼状胬肉；[昆] 翅后基叶；鳍
plf|pounds per linear foot 磅/（线）英尺
polyglottous|通晓数种语言的, 数种语言的
pipestone|烟斗石( 指印第安人用以刻制烟斗的粉红色或粉红夹白色的泥质岩)
playbacks|(playback 的复数) n. (录音)重放, (录音)重放装置
peelite|[英史]皮尔派保守党员
pomological|果树栽培学的（pomology的变体）
pylic|[医] 门静脉的
phacotherapy|[医] 日光疗法, 日光浴
paregmenon|[语]同源词并列
paramorphous|paramorph的变形
prostituted|滥用才能( prostitute的过去式和过去分词 ); 糟蹋自己; 卖淫; 出卖肉体
palings|木栏, 围篱
perfected|使…完美, 使…熟练（perfect的过去形式）
pleiotropism|[医] 多向性(亲多种组织),[基因]多效性
pomatomidae|蓝鱼科
peptization|胶溶作用, 解胶(作用), 分散(作用), 塑解
pauses|停顿( pause的名词复数 ); 暂停; 延长记号; 暂停键
prewar|战前的
puckish|顽皮的, 恶作剧的
paternalize|[网络] 家长化
predicated|断言, 断定( predicate的过去式和过去分词 ); 表明, 阐明, 断言
pamplegia|[医]全麻痹,全瘫
persister|[电] 冷持管
pucker|使起皱
paler|(Paler)人名；(罗)帕勒尔
preying|捕食性的；掠夺的
predefine|预先确定
pennatulidae|[网络] Penn科
practicalism|求实主义, 实际主义
potentiate|赋与力量, 加强
parnassus|(希腊)帕纳塞斯山, 诗人们, 诗坛
peccadillo|轻罪, 小过, 小瑕疵
picotah|(=picottah, piccotah)[印]一种从井里提水的装置
porket|乳猪, 小猪
priesthood|神职人员, 祭司职
peppertree|<美>[植]胡椒树(亦作pepper shrub)
precentorial|precentor的变形
pachalic|pasha的领地[管辖权]
poundage|以一英镑收取的佣金, 以磅计费数, 以磅计数的重量
palliated|减轻( palliate的过去式和过去分词 ); 缓和（痛苦、疾病等）; 辩解; 掩饰（罪过等）
presentee|受赠者, 被推荐担任圣职者, 谒见者
patinous|生有绿锈的
prisoning|监禁, 关押（prison的现在分词形式）
papal|罗马教皇的, 教皇制度的
proscript|被排斥的人, 被放逐的人
portals|[计]门户网站；入口；大门（portal的复数）
pomiferous|[植]结梨果的, 结梨果状果实的
pasigraphy|(万国)通用书写符号,同性符文字(如阿拉伯数字1、2、3等)
phiz|脸, 容貌
panes|窗格；窗格玻璃；长方格（pane的复数）
pycnostyle|列柱式(柱边间距为1.5柱径)
productus|长身贝属；长生蜿
pellotin|[机] 佩落碱
preglacial|冰川期前的, 冰河时代前的
pennants|校旗( pennant的复数形式 ); 锦标旗; <海>长三角旗; 信号旗
pilotage|领航, 驾驶, 领航技术, 领航费
patterer|行话；轻快脚步声；急速拍打声 (patter的变形)
protestant|新教徒
pups|小狗；幼兽（pup复数）
panzer|装甲的
pitahaya|[网络] 火龙果；图片；红龙果
poured|涌出( pour的过去式和过去分词 ); 倾, 倒; 涌流; 倾泻
pajamas|睡衣, 宽松裤, 喇叭裤
pentameters|五步格诗( pentameter的复数形式 )
pogge|[鱼]八角鱼
paresthetic|[医] 感觉异常的
pratfall|屁股着地的摔倒, 丢脸的失误
pinochle|一种纸牌游戏
plumula|[医] 胚芽, 细沟(中脑水管上壁)
pagandom|异教徒世界, 异教徒
preferment|晋升, 升任, 优先权, 选择, 偏爱
pulverescent|粉末状的
propoxyphene|[药]丙氧芬
pennoncel|小旗
peplos|(古希腊的)女式长外衣,女式大披肩
phthisic|肺结核, 肺结核病人
prance|(马)腾跃, 昂首阔步
pharyngotomy|[医]咽切开(术)
pleated|打褶裥的, 起褶的
philopena|双核坚果
pitons|(piton 的复数) n. 峻峭的山顶, (登山用的)钢锥
pyrexial|[医] 发热的
parabiotic|[医] 联体生活的, 间生态的
polybutene|[高分子] 聚丁烯；聚异丁烯（润滑油）
papalize|(使)信奉天主教, (使)教皇制度化
poleaxed|屠斧；战斧
parrotlike|鹦鹉般的
puristically|purism的变形
predisposing|[医] 素因性的, 造成素因的
peristylar|peristyle的变形
polynemoid|马鲅类鱼
ptelea|[医] 榆橘
pochote|任何一种爪哇木棉属的乔木植物
palatal|上腭音
polyphemus|[希神]波吕斐摩斯(独眼巨人)
pegmatophyre|伟斑岩
pyjama|睡衣裤, 宽松裤
ptilota|翼藻属
paliform|铲状的; 栅栏状
posited|假定, 设想, 假设( posit的过去式和过去分词 )
ptyalism|[医]涎分泌过多, 流涎
pontificator|教皇; 主教; 高僧
polemic|争辩的, 好争论的
presoaks|预浸( presoak的第三人称单数 )
plating|电镀, 镀层, 金属外表的镀层, 装甲
platting|制图, 测绘
paisa|派萨(印度、巴基斯坦、卡塔尔、马斯喀特和阿曼的货币单位, 等于百分之一卢比)
pluviometer|雨量计
prohibiting|禁止, 阻止( prohibit的现在分词 )
photogenic|发光的, 由于光而产生的, 适宜于拍照的, 拍照效果好的, 特别上镜的, 上照的
potables|饮料( potable的名词复数 )
plutei|长腕幼虫 (pluteus的变形)
polyvalent|多价的
puritanism|清教, 清教主义
pruritic|痒的
phytelephas|[网络] 象牙椰属
perigone|花盖
perturbation|不安, 扰乱, 紊乱, 烦扰
pentothal|[药] 喷妥撒（一种麻醉剂）
postentry|追加记入帐目的项目
perturbing|使（某人）烦恼, 不安( perturb的现在分词 )
proglottis|节片
poignance|[网络] 恶心
plodders|沉重行走的人, 辛勤工作的人( plodder的复数形式 )
procellose|[化] 纤维三糖
pinfeather|(鸟的)新生毛
pyroscope|高温仪
pino|正输入-负输出（Positive Input-Negative Output）
prenasal|前鼻骨
predominated|占支配地位( predominate的过去式和过去分词 ); 在…中占优势
preelect|预选, 预先挑选(亦作pre-elect)
progeria|[医]早衰, 早老, 儿童的早衰症
prolotherapy|[医] ( 矫形术中的 ) 增生疗法
playroom|游戏室, 娱乐室
pudenda|[医] 阴部
pyrobelonite|钒锰铅矿
prideful|自傲的
prerational|前理性的, 在智力发展以前的
postneuritic|[医] 神经炎后的
parklike|公园般的
purfling|镶边; 环饰
perhapses|或许( perhaps的名词复数 )；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许
puddles|水坑, （尤指道路上的）雨水坑( puddle的名词复数 )
perforation|穿孔, 孔眼, 贯穿, 贯通
proclamatory|公告的, 宣言的, 布告的
plexure|编织
parsonsite|斜磷铅铀矿
peskier|讨厌的；麻烦的 (pesky的变形)
piaster|比索（埃及、西班牙、墨西哥之硬币单位）
pinworms|[医]蛲虫
pirouettes|（芭蕾）皮鲁埃特旋转（竖趾旋转）( pirouette的名词复数 )
pizzeria|匹萨饼店, 意大利肉饼店
poisoner|放毒人, 毒死他人者
postdiluvian|大洪水后的
pushers|贩毒者( pusher的复数形式 ); 有干劲的人, 咄咄逼人的人
peignoir|妇女之浴袍
prosateur|散文作家
polytype|多种类型的, 多型的
peculator|挪用公款者, 盗用公款者
pocketed|[体]运动员被挤在人群里
pemoline|[化] 匹莫林; 苯异妥英
pastorali|pastorale的复数形
pkt|packet 小包; pocket （衣）袋; 套; 袖珍的
propagandize|宣传, 对...进行宣传
pistillode|退化雌蕊
predentary|前齿骨的
puranic|purana的变形
prio|奥斯陆国际和平研究所（Peace Research Institute Oslo）；主席单元优先按键
pelargonidin|天竺葵色素, 花葵素
pennales|[植]羽纹亚纲
prowess|英勇, 勇敢, 超凡技术
pessimum|劣性(指刺激过强或过频)
puborectalis|[医] 耻骨直肠肌
pleat|褶, 褶状物
payee|收款人, 领款人
parablepsia|[医] 错视
potentilla|[植]委陵菜
preconceived|预想的, 先入为主的
powdery|粉的, 粉状的
purblind|半盲的, 愚钝的
polluting|污染；玷污（pollute的ing形式）
prerenal|[医] 肾前的
paddleboat|明轮船（等于paddle steamer）
pamiri|帕米尔人(主要指居住在帕米尔高原的各游牧民族)
ploughmen|农夫, 犁田者( ploughman的复数形式 )
peremption|[法] 诉讼驳回
pathonomia|[医] 疾病规律学, 病律论
pawnbrokers|当铺老板( pawnbroker的复数形式 )
pinkoes|有左倾政治思想的人, 左倾分子( pinko的名词复数 )
polocyte|极体
pigsney|小眼睛
polonia|[复]n.波兰裔侨民
premiership|总理职位, 首相职权, 首相职位, 总理职权
protozoic|原生动物的
plateresque|带复杂花叶形装饰的
plopping|扑通地坠落( plop的现在分词 )
periscian|(=periscii)四周投影
pockmark|痘疮, 麻子
phantoms|鬼怪, 幽灵( phantom的复数形式 )
palimpsests|(palimpsest 的复数) n. 重写本, 覆画
pillowing|搁于枕上（pillow的现在分词形式）
peckhamite|陨紫苏辉石
preataxic|[医] 共济失调前的
pantatrophia|全身营养不良, 全身萎 缩
preheats|预热( preheat的第三人称单数 )
phyllocyst|[动](无脊椎)叶泡
pavilions|（公园中的）亭( pavilion的复数形式 ); （公共活动或展览用的）临时建筑物; 临时展出馆; 大型文体馆
profiteers|投机, 牟求暴利( profiteer的名词复数 )
palaeobotany|古植物学
pilea|冷水花属
phototherapy|光线疗法, 光照疗法
painterish|[网络] 画家
plumbagine|石墨
periungual|[医] 甲周的
periostitic|[医] 骨膜炎的
propped|支撑, 支持, 维持( prop的过去式和过去分词 )
pseudonymity|使用假名, 使用笔名
pieridine|[昆]粉蝶科的
pearlstone|珍珠岩
porringer|小汤碗
pushover|容易做的工作, 易被劝服的人, 易被击败的人
pacesetter|定速度者, 榜样, 标兵, 模范
photodiodes|(photodiode 的第三人称 -s形式) n. 光电二极管
phosphorite|磷灰石, 磷钙土
perpetuity|永久, 不朽, 终身职位, 终身任期, 永久使用权
pinkroot|[植]浅赤根(原产美国东南部)
prurient|好色的, 渴望的
planter|种植者, 耕作者, 种植机, 花盆
periodontic|[医] 牙周的, 牙周膜的
prevising|预知；预先警告
pfund|[人名] 芬德
pithier|简练的, 精辟的, 简洁扼要的( pithy的比较级 )
paltriest|paltry（微小的）的最高级形式
pailoo|(=pailou)牌楼
provinciate|建省
pigsticker|(用长矛)猎野猪的人, 屠夫, 长刃折刀
prioress|大女修道院副院长, 小女修道院院长
polyaxon|多轴突神经细胞
parvulus|(处方用语)婴儿
pecked|啄, 啄食, 小口地吃( peck的过去式和过去分词 ); 匆匆地吻
percentum|百分比
pugilists|(pugilist 的复数) n. 拳击手
possesses|有( possess的第三人称单数 ); 具有; 占据; 感觉
pavia|帕维亚（意大利西北部村镇, 濒提契诺河）
pial|[解]软膜的
postcolonial|殖民地时期之后的
pilleus|[医] 冠, 帽
plasterboard|石膏灰泥板
picketboat|雷达哨艇
paratriptic|[医] 防止耗损的, 防衰的; 防衰剂
panplegia|[医]全麻痹,全瘫
plimsol|<英>橡皮底帆布鞋[缘此鞋橡皮底线形似Plimsoll line]
politick|进行政治活动, 谈论政治
pygalgia|[医] 臀痛
plagioclase|斜长岩
paranuclein|核仁素, 拟核蛋白
pyronyxis|火针术
proceeder|proceed的变形
postnate|[古]后起的, 后发展的
pebblier|pebbly（多卵石的）的变形
pentahalide|五卤化物
presternum|(哺乳动物的)胸骨柄
poisonings|中毒
puppetlike|puppet的变形
perruquier|[法]假发师, 理发师
pulpitry|布道,说教
preinfection|感染前期
postparietal|[动]后顶骨
penalising|(penalise 的现在分词) vt. 对...处以刑罚/刑事惩罚, 惩罚, 处罚, 使处于严重不利地位
pullicat|大手帕
parkland|公用场地；有树丛的开阔草地
pipage|以管输送, 输送管, 输送费, 管道网
phototaxis|趋光性
playlets|小戏；短剧
precipitance|急促, 轻率
proportioner|配合加料器[漏斗], 比例调节器, 定量器
pleurostict|上气门式
promulging|发布
primulales|报春花目
panneuritis|多神经炎, 全身神经炎
platonesque|[网络] 柏拉图克斯
pinkey|带淡红色的
putatively|推定地
providential|天意的, 根据神意的, 天佑的, 幸运的
peristomium|围口节(环节动物)
podetium|柄形隆起, 柱体, 子囊果柄
polyhidrosis|[医]多汗(症)
prongbuck|[动物]南非小羚羊
paramedian|正中旁的,靠近中央的
playacted|做作, 演戏, 假装( playact的过去式和过去分词 )
pun|双关语, 俏皮话
pleasureless|不快乐的,无乐趣的
pendentive|穹隅
peopler|移居者；居民；殖民者
palmistry|手相术
padres|教士, <俚>随军牧师( padre的复数形式 )
preterminal|死亡前发生的
puncturation|[医]穿刺（术）
puckerer|pucker的变形
periwigged|戴假发的
pegged|用夹子或钉子固定( peg的过去式和过去分词 ); 使固定在某水平
pericementum|[解]牙周膜
psychoid|心理活力
peony|牡丹(花), 芍药(花)
peeks|偷看, 窥视( peek的名词复数 )
plicated|[医] 有襞的, 折襞的
peptonize|使胨化
planetal|[网络] 普拉内塔尔
pigeons|杂波；鸽子（pigeon的复数）
patricio|(Patricio)人名；(西、葡)帕特里西奥
photoproduct|[化]光生产物,光化产品
polystichum|[植]耳蕨
propane|丙烷
pocking|(=pitting, blister)点蚀, 局部腐蚀,蚀斑,锈蚀, 蚀孔, 蚀痕
planosol|[地]黏盘土
pfd|程序流程图（Process Flow Diagram）；主飞行显示（Primary Flight Display）；个人漂浮设备（Personal Flotation Device）
phyllotaxy|(=phyllotaxis)[植]叶序
pharmacol|pharmacology 药物学
prates|（古时用语）唠叨, 啰唆( prate的第三人称单数 )
puppylike|puppy的变形
pygopodidae|鳞脚蜥科
presbyterate|长老的职位, 长老的职权
presexual|性发育或成熟以前的
pule|呜咽, 低声啜泣, 低声哭泣
pneumaticity|[生]有气腔
patriciate|贵族身份, 贵族阶级, 贵族地位
poulp|章鱼
perishingly|厉害地, 讨厌地
psithyrus|[网络] 拟熊蜂属；拟熊蜂亚属；拟熊蜂种
pannel|鞍垫；鹰胃
pyrogallol|[化]焦棓酸,焦酚(亦作pyrogallol acid)
palpably|摸得出, 可触知, 明显可知, 容易感觉到, 易用感官感知
proboscidian|长鼻类的
provocant|激怒, 挑拨, 煽动, 惹起, 驱使
postbags|邮袋( postbag的复数形式 )
pistachios|(pistachio 的复数) n. 阿月浑子树, 阿月浑子果实, 淡草绿色
pepsi|百事可乐（一种饮料的商标名称）
petronel|(15-17世纪的)手枪, 火枪(一种枪筒粗的、卡宾枪似的武器)
purveyor|承办伙食者, 承办商人, 征发官员
podagra|足痛风, 痛风
pulsatory|能脉动的, 跳动的, 能跳动的
prelacies|高级教士之职, 主教( prelacy的名词复数 )
pansies|三色紫罗兰, <俚>脂粉气男子, 同性恋男子( pansy的名词复数 )
punkier|(punky 的比较级) adj. 含火绒（或朽木）的; 松软的; 有弹性的; 闷烧的
pejoration|恶化, 堕落, 语义的转贬
prediluvian|洪积前的
pimento|西班牙甘椒, 甘椒树
peritrochoid|外摆线圆
